,name,price,sku
528,".215 Air Jet, for HPMX, IDA,IDF.EPC 48 / 51,DCOE      	43-5424-0",5.50,43-5424-0
529,".220 Air Jet, for HPMX, IDA,IDF.EPC 48 / 51,DCOE      	43-5425-0",5.50,43-5425-0
530,"IDA EPC MAIN VENTURI, 42MM, EA       	43-5619-0",18.13,43-5619-0
531,".140 Air Jet, for HPMX, IDA,IDF.EPC 48 / 51,DCOE",5.50,43-5409-0
532,"Carburetor Rebuild Kit 32/36 DGVA, EPC-38 - 2361",29.96,00-9947-0
533,48 IDA Carburetor Rebuild Kit     	43-5815-0,72.99,43-5815-0
534,CARB REBUILD KIT 34 ICT WEBER  	00-9951-0,15.19,00-9951-0
535,Universal Solex Carburetor Rebuild Kit 113198575BR,19.99,113198575BR
536,32/36 Progressive DFV Carburetor Master Rebuild Kit for VW Applications     	43-5804-0,42.99,43-5804-0
537,"Progressive DGV Carburetor Rebuild Kit - Jeep, Suzuki, Toyota - 43-5802-0",52.99,43-5802-0
538,40 & 44 IDF CARBURETOR Rebuild Kit - Tune Up Kit       00-2362-0,26.99,00-2362-0
539,40 & 44 IDF CARBURETOR REBUILD KIT,49.99,43-5813-0
540,"IDF MAIN VENTURI, 34MM, EA      	43-5610-0",18.13,43-5610-0
541,EMPI Universal Solex Carburetor Rebuild Kit     	00-2500-0,15.99,00-2500-0
542,Single IDF Intake Manifold Kit - Type 1 - 43-5208-0,159.99,43-5208-0
543,"EMPI ICT MANIFOLD KIT,T1,SINGLE PORT      	43-5205-0",129.99,43-5205-0
544,"CARB SPACER 34PICT,EA",8.85,16-9705-0
545,VW 30 Pict  carburetor Adapter for Alternator Conversion.   00-3245-0,14.73,00-3245-0
546,Dellorto 36 - 40 Carburetor Rebuild Kit - 00-2364-0,44.99,00-2364-0
547,Empi Intake Manifold Preheater Tubes for Single Progressive Intake - 00-3232-7,22.99,00-3232-7
548,"Solex 40/44, Brosol, Kadron, Empi 40k Carburetor Rebuild Kit - 00-2301-0",29.95,00-2301-0
549,Carburetor Return Spring - 113-129-881A,0.99,113-129-881A
550,Kadron Carburetor Throttle Plate Base Assembly,45.22,43-4405-0
551,"Carburetor Repair Kit - Weber DFV, Holley 5200, EPC 32/36F - 00-2202-0",30.99,00-2202-0
552,Dellorto DRLA Master Rebuild Kit - 48mm - 2742,48.99,2742
553,Base Gasket for 34 Pict 3 Carburetor - Sold Each - 113129707A,2.99,113129707A
554,Empi Stock Style Dual Port End Kit (End Castings) 00-3238-0,89.99,00-3238-0
555,Accelerator Cable Barrel - 311-129-777,1.99,311-129-777
556,"IDA BANJO CARBURETOR FITTING,EA",10.50,43-5355-0
557,"BRASS FUEL T-FITTING,1/4"",EA      	43-4402-0",3.85,43-4402-0
558,Dual Port Intake Manifold Gaskets - Paper Style,1.99,00-3251-0
559,"MAIN VENTURI, 32MM, EA - HPMX & 44 IDF",18.13,43-5609-0
560,40-44 IDF / 40 DRLA Style Base Gaskets (pair) - 00-3315-0,2.49,00-3315-0
561,IDA & EPC 48 / 51 Fuel Mixture Screw & Spring,5.60,43-5347-0
562,"IDLE JET O-RING,EA      	43-6417-0",0.84,43-6417-0
563,48-51 IDA Style Base Gaskets (pair) - 00-3396-0,2.49,00-3396-0
564,ISOLATED CARB GASKET For Holley Bug Spray / Zenith (2),1.33,00-3399-0
565,"HOLLEY / WEBER BASE GASKET,ISOLATED 2",4.96,00-3409-0
566,SPRING F/HPMX MIXTURE SCREW     	43-6423-0,1.84,43-6423-0
567,"MAIN VENTURI, 32MM, EA",18.13,43-5608-0
568,EMPI Aluminum Kadron Intake Manifold Kit - 43-4412-0,89.99,43-4412-0
569,EMPI DUAL IDF MANIFOLD KIT    43-1019-0,125.93,43-1019-0
570,UNIV. 90+ NYLON FITTING.    	00-8998-0,1.99,00-8998-0
571,Type 1 Intake Manifold for 30 & 34 Pict Carburetors - 17-2805-0,72.99,17-2805-0
572,"FLOAT ONLY, 48IDA,EPC-48/51      	43-6973-0",35.00,43-6973-0
573,HPMX CARB CASTING GASKET(2) - 00-3252-0,12.99,00-3252-0
574,"Repair Kit, Carburetor, Universal, With Co Adjusting Screw 111198569ZW",19.99,111198569ZW
575,"EMPI Progressive Intake MANIFOLD KIT,T1     	00-3232-0",125.93,00-3232-0
576,"Gasket, Carburetor Base (35MM) 113129707C",3.99,113129707C
577,Coil Relocation Kit for Dual Carburetors     43-5204-0,9.66,43-5204-0
578,"BRASS FUEL T-FITTING,5/16""EA      	43-5203-0",4.13,43-5203-0
579,"FLOAT FOR 40/44 HPMX,EA",15.33,43-6441-0
580,"IDA IDF EPC ACCEL PUMP EXH.VALVE, .035,EA",8.57,43-5651-0
581,"IDF EPC IDA ACCEL PUMP EXH.VALVE, .000,EA",8.57,43-5650-0
582,"EMPI DELUXE DUAL IDF MANIFOLDS,T1      	43-5209-0",125.93,43-5209-0
583,"DCNF EPC DGV ACC.PUMP JET, .700",6.86,43-5397-0
584,"DCOE Accelerator Pump Jet, .350",6.86,43-5380-0
585,"REPLACEMENT FLOAT ONLY EPC-32/36,38",15.33,43-6550-0
586,REPLACEMENT FLOAT ONLY EPC-34,15.33,43-6820-0
587,"IDA MAIN JET SCREEN,EA",11.20,43-5348-0
