,title,price
1478,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1479,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1480,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1481,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1482,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1483,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1484,2-Prong Brake Light Switch,7.15
1485,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1486,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1487,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1488,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1489,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1490,6v Starter to 12v Trans Starter Bushing,4.92
1491,"Double Straps 14”, Pair",26.58
1492,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1493,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1494,Chrome Stock Style Oil Filler Cap,2.92
1495,CHROME ENGINE BREAST PLATE,10.42
1496,BLACK ENGINE BREAST PLATE,9.92
1497,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1498,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1499,Speedo & Other Instruments Bulb Holder,3.25
1500,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1501,"PRO-VELOCITY STACK COVER, PR",24.92
1502,FUEL GAUGE VIBRATOR STABILIZER,26.73
1503,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1504,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1505,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1506,"MAIN BEARING SET, .50/.25",43.25
1507,Mini Top White,312.50
1508,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1509,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1510,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1511,Shipping $295,295.00
1512,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1513,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1514,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1515,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1516,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1517,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1518,2-Prong Brake Light Switch,7.15
1519,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1520,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1521,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1522,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1523,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1524,6v Starter to 12v Trans Starter Bushing,4.92
1525,"Double Straps 14”, Pair",26.58
1526,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1527,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1528,Chrome Stock Style Oil Filler Cap,2.92
1529,CHROME ENGINE BREAST PLATE,10.42
1530,BLACK ENGINE BREAST PLATE,9.92
1531,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1532,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1533,Speedo & Other Instruments Bulb Holder,3.25
1534,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1535,"PRO-VELOCITY STACK COVER, PR",24.92
1536,FUEL GAUGE VIBRATOR STABILIZER,26.73
1537,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1538,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1539,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1540,"MAIN BEARING SET, .50/.25",43.25
1541,Mini Top White,312.50
1542,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1543,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1544,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1545,Shipping $295,295.00
1546,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1547,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1548,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1549,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1550,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1551,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1552,2-Prong Brake Light Switch,7.15
1553,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1554,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1555,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1556,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1557,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1558,6v Starter to 12v Trans Starter Bushing,4.92
1559,"Double Straps 14”, Pair",26.58
1560,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1561,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1562,Chrome Stock Style Oil Filler Cap,2.92
1563,CHROME ENGINE BREAST PLATE,10.42
1564,BLACK ENGINE BREAST PLATE,9.92
1565,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1566,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1567,Speedo & Other Instruments Bulb Holder,3.25
1568,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1569,"PRO-VELOCITY STACK COVER, PR",24.92
1570,FUEL GAUGE VIBRATOR STABILIZER,26.73
1571,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1572,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1573,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1574,"MAIN BEARING SET, .50/.25",43.25
1575,Mini Top White,312.50
1576,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1577,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1578,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1579,Shipping $295,295.00
1580,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1581,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1582,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1583,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1584,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1585,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1586,2-Prong Brake Light Switch,7.15
1587,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1588,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1589,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1590,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1591,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1592,6v Starter to 12v Trans Starter Bushing,4.92
1593,"Double Straps 14”, Pair",26.58
1594,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1595,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1596,Chrome Stock Style Oil Filler Cap,2.92
1597,CHROME ENGINE BREAST PLATE,10.42
1598,BLACK ENGINE BREAST PLATE,9.92
1599,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1600,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1601,Speedo & Other Instruments Bulb Holder,3.25
1602,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1603,"PRO-VELOCITY STACK COVER, PR",24.92
1604,FUEL GAUGE VIBRATOR STABILIZER,26.73
1605,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1606,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1607,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1608,"MAIN BEARING SET, .50/.25",43.25
1609,Mini Top White,312.50
1610,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1611,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1612,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1613,Shipping $295,295.00
1614,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1615,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1616,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1617,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1618,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1619,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1620,2-Prong Brake Light Switch,7.15
1621,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1622,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1623,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1624,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1625,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1626,6v Starter to 12v Trans Starter Bushing,4.92
1627,"Double Straps 14”, Pair",26.58
1628,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1629,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1630,Chrome Stock Style Oil Filler Cap,2.92
1631,CHROME ENGINE BREAST PLATE,10.42
1632,BLACK ENGINE BREAST PLATE,9.92
1633,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1634,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1635,Speedo & Other Instruments Bulb Holder,3.25
1636,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1637,"PRO-VELOCITY STACK COVER, PR",24.92
1638,FUEL GAUGE VIBRATOR STABILIZER,26.73
1639,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1640,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1641,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1642,"MAIN BEARING SET, .50/.25",43.25
1643,Mini Top White,312.50
1644,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1645,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1646,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1647,Shipping $295,295.00
1648,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1649,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1650,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1651,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1652,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1653,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1654,2-Prong Brake Light Switch,7.15
1655,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1656,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1657,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1658,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1659,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1660,6v Starter to 12v Trans Starter Bushing,4.92
1661,"Double Straps 14”, Pair",26.58
1662,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1663,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1664,Chrome Stock Style Oil Filler Cap,2.92
1665,CHROME ENGINE BREAST PLATE,10.42
1666,BLACK ENGINE BREAST PLATE,9.92
1667,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1668,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1669,Speedo & Other Instruments Bulb Holder,3.25
1670,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1671,"PRO-VELOCITY STACK COVER, PR",24.92
1672,FUEL GAUGE VIBRATOR STABILIZER,26.73
1673,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1674,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1675,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1676,"MAIN BEARING SET, .50/.25",43.25
1677,Mini Top White,312.50
1678,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1679,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1680,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1681,Shipping $295,295.00
1682,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1683,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1684,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1685,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1686,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1687,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1688,2-Prong Brake Light Switch,7.15
1689,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1690,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1691,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1692,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1693,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1694,6v Starter to 12v Trans Starter Bushing,4.92
1695,"Double Straps 14”, Pair",26.58
1696,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1697,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1698,Chrome Stock Style Oil Filler Cap,2.92
1699,CHROME ENGINE BREAST PLATE,10.42
1700,BLACK ENGINE BREAST PLATE,9.92
1701,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1702,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1703,Speedo & Other Instruments Bulb Holder,3.25
1704,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1705,"PRO-VELOCITY STACK COVER, PR",24.92
1706,FUEL GAUGE VIBRATOR STABILIZER,26.73
1707,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1708,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1709,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1710,"MAIN BEARING SET, .50/.25",43.25
1711,Mini Top White,312.50
1712,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1713,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1714,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1715,Shipping $295,295.00
1716,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1717,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1718,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1719,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1720,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1721,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1722,2-Prong Brake Light Switch,7.15
1723,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1724,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1725,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1726,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1727,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1728,6v Starter to 12v Trans Starter Bushing,4.92
1729,"Double Straps 14”, Pair",26.58
1730,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1731,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1732,Chrome Stock Style Oil Filler Cap,2.92
1733,CHROME ENGINE BREAST PLATE,10.42
1734,BLACK ENGINE BREAST PLATE,9.92
1735,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1736,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1737,Speedo & Other Instruments Bulb Holder,3.25
1738,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1739,"PRO-VELOCITY STACK COVER, PR",24.92
1740,FUEL GAUGE VIBRATOR STABILIZER,26.73
1741,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1742,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1743,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1744,"MAIN BEARING SET, .50/.25",43.25
1745,Mini Top White,312.50
1746,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1747,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1748,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1749,Shipping $295,295.00
1750,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1751,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1752,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1753,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1754,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1755,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1756,2-Prong Brake Light Switch,7.15
1757,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1758,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1759,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1760,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1761,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1762,6v Starter to 12v Trans Starter Bushing,4.92
1763,"Double Straps 14”, Pair",26.58
1764,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1765,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1766,Chrome Stock Style Oil Filler Cap,2.92
1767,CHROME ENGINE BREAST PLATE,10.42
1768,BLACK ENGINE BREAST PLATE,9.92
1769,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1770,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1771,Speedo & Other Instruments Bulb Holder,3.25
1772,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1773,"PRO-VELOCITY STACK COVER, PR",24.92
1774,FUEL GAUGE VIBRATOR STABILIZER,26.73
1775,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1776,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1777,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1778,"MAIN BEARING SET, .50/.25",43.25
1779,Mini Top White,312.50
1780,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1781,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1782,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1783,Shipping $295,295.00
1784,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1785,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1786,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1787,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1788,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1789,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1790,2-Prong Brake Light Switch,7.15
1791,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1792,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1793,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1794,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1795,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1796,6v Starter to 12v Trans Starter Bushing,4.92
1797,"Double Straps 14”, Pair",26.58
1798,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1799,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1800,Chrome Stock Style Oil Filler Cap,2.92
1801,CHROME ENGINE BREAST PLATE,10.42
1802,BLACK ENGINE BREAST PLATE,9.92
1803,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1804,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1805,Speedo & Other Instruments Bulb Holder,3.25
1806,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1807,"PRO-VELOCITY STACK COVER, PR",24.92
1808,FUEL GAUGE VIBRATOR STABILIZER,26.73
1809,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1810,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1811,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1812,"MAIN BEARING SET, .50/.25",43.25
1813,Mini Top White,312.50
1814,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1815,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1816,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1817,Shipping $295,295.00
1818,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1819,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1820,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1821,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1822,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1823,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1824,2-Prong Brake Light Switch,7.15
1825,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1826,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1827,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1828,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1829,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1830,6v Starter to 12v Trans Starter Bushing,4.92
1831,"Double Straps 14”, Pair",26.58
1832,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1833,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1834,Chrome Stock Style Oil Filler Cap,2.92
1835,CHROME ENGINE BREAST PLATE,10.42
1836,BLACK ENGINE BREAST PLATE,9.92
1837,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1838,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1839,Speedo & Other Instruments Bulb Holder,3.25
1840,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1841,"PRO-VELOCITY STACK COVER, PR",24.92
1842,FUEL GAUGE VIBRATOR STABILIZER,26.73
1843,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1844,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1845,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1846,"MAIN BEARING SET, .50/.25",43.25
1847,Mini Top White,312.50
1848,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1849,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1850,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1851,Shipping $295,295.00
1852,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1853,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1854,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1855,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1856,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1857,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1858,2-Prong Brake Light Switch,7.15
1859,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1860,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1861,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1862,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1863,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1864,6v Starter to 12v Trans Starter Bushing,4.92
1865,"Double Straps 14”, Pair",26.58
1866,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1867,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1868,Chrome Stock Style Oil Filler Cap,2.92
1869,CHROME ENGINE BREAST PLATE,10.42
1870,BLACK ENGINE BREAST PLATE,9.92
1871,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1872,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1873,Speedo & Other Instruments Bulb Holder,3.25
1874,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1875,"PRO-VELOCITY STACK COVER, PR",24.92
1876,FUEL GAUGE VIBRATOR STABILIZER,26.73
1877,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1878,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1879,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1880,"MAIN BEARING SET, .50/.25",43.25
1881,Mini Top White,312.50
1882,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1883,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
1884,HEAVY SPRING SINGLE PLATE 72 & LATER,99.92
1885,Shipping $295,295.00
1886,"1/2"" Hose Barb ID to 1/4"" Male NPT Brass Fitting",3.75
1887,"1 3/4"" COPPER SLIP EXHAUST GASKET/4",17.15
1888,"1 1/2"" COPPER SLIP EXHAUST GASKET/4",17.15
1889,"1 5/8"" COPPER SLIP EXHAUST GASKET/4",17.15
1890,"Accelerator Pump Diaphragm 40/44 HPMX, 40/44 IDF",17.15
1891,"Hose Clamp 1 3/4"" - 2 3/4"", EZ Tighting Type (pr)",4.98
1892,2-Prong Brake Light Switch,7.15
1893,"H.D. REAR GEARBOX CRADLE, T-1&T-2",24.92
1894,"FRONT BRAKE ROT0R, 5/205, LATE",104.92
1895,"MERGED EXHAUST SEDAN 1-5/8"", CERAMIC",349.92
1896,"TURN SIGNAL LENS, T1 64-66, CLEAR",5.42
1897,"BLACK ALUMINUM FRESH AIR HOSE, 52MM X 1000MM",8.67
1898,6v Starter to 12v Trans Starter Bushing,4.92
1899,"Double Straps 14”, Pair",26.58
1900,"Dash Switch Threaded 10mm Nut, Escutcheon",2.78
1901,"KNOBBY BUSHINGS, 1-3/4""ID,PR",19.92
1902,Chrome Stock Style Oil Filler Cap,2.92
1903,CHROME ENGINE BREAST PLATE,10.42
1904,BLACK ENGINE BREAST PLATE,9.92
1905,"HEAT DEFLECTOR TIN, BLACK, PR",28.65
1906,"78MM 4340 CRANKSHAFT,VW JOURNAL",388.98
1907,Speedo & Other Instruments Bulb Holder,3.25
1908,"DROP SPINDLE, L/P, DRUM (PR)",134.07
1909,"PRO-VELOCITY STACK COVER, PR",24.92
1910,FUEL GAUGE VIBRATOR STABILIZER,26.73
1911,"Rear Tin, w/o Hose, w/o Heat Riser, Chrome",26.58
1912,"Rear Tin, w/o Hose, w/o Heat Riser, Black",23.25
1913,"Coupling Disc, Steering Shaft Type 1 50-78",7.75
1914,"MAIN BEARING SET, .50/.25",43.25
1915,Mini Top White,312.50
1916,"H.D. Baja Bumper, Rear, Shock Tower Mount",143.65
1917,"IGNITION SWITCH ELECTRIC ONLY T1 - 71, BUS 71-74",31.58
